Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
41240433,2,11,22,130,16,6,11.0,7.07106781186548,20,6,11.8181818181818,5.68890467169528,3.68570329996293,0.315224624338935,3436702.75,4609229.86993473,10013903,702,31226402,31226402.0,0.0,31226402,31226402,41240433,4124043.3,4777455.91823905,10015244,702,0,1,0,0,64,352,0.048496096052144,0.266728528286791,6,20,11.2857142857143,5.5805785670356,31.142857142857103,0,0,0,1,1,0,0,0,5,12.1538461538462,11.0,11.8181818181818,0,0,0,0,0,0,2,22,11,130,-1,260,2,0,1008830.33333333,1555725.14021736,2800543,702,9553300.5,911397.0419048992,10013903,8186235,c_ci_na_1
21001939,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90440139836612,0.380917209596695,3000277.0,4803013.27881709,10018894,487,10021134,10021134.0,0.0,10021134,10021134,21001939,4200387.8,5320958.08298644,10019381,658,0,1,0,0,64,192,0.095229302399174,0.285687907197521,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,2120.5,168.998520703585,2240,2001,10011937.0,9838.68375342962,10018894,10004980,c_ci_na_1
32289668,2,10,22,124,16,6,11.0,7.07106781186548,20,6,12.4,5.641118880348308,4.5215701815206,0.37163590533046,2935424.36363636,4292414.80137512,10015012,436,10014753,10014753.0,0.0,10014753,10014753,32289668,3587740.88888889,4517090.21686025,10016956,1786,0,1,0,0,64,320,0.061939317555077,0.3096965877753839,6,20,11.6923076923077,5.58844962675421,31.2307692307692,0,0,0,1,1,0,0,0,5,12.666666666666698,11.0,12.4,0,0,0,0,0,0,2,22,10,124,-1,260,2,0,1326100.33333333,1532273.20548273,3005305,3730,9435456.0,1000367.8507814,10015012,8280333,c_ci_na_1
21992346,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.45609577077407,0.4092332850710879,2749043.25,4525866.60246883,10019512,763,10023200,10023200.0,0.0,10023200,10023200,21992346,3665391.0,4966087.68143101,10022666,1391,0,1,0,0,64,224,0.090940730015797,0.318292555055291,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,874317.0,1230043.35857237,1744089,4545,10019083.5,605.990511476871,10019512,10018655,c_ci_na_1
25481661,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.8459031379469297,0.353195186137984,3185207.625,4479624.28007888,10016904,408,10022445,10022445.0,0.0,10022445,10022445,25481661,4246943.5,4764515.52183114,10017569,408,0,1,0,0,64,224,0.078487819141774,0.27470736699621,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2974.5,3629.57910783055,5541,408,10014844.0,2913.27993848858,10016904,10012784,c_ci_na_1
24999959,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.92000642881054,0.360000590400968,3124994.875,4572520.64221214,10020747,452,10015600,10015600.0,0.0,10015600,10015600,24999959,4166659.83333333,4908213.32052784,10027219,792,0,1,0,0,64,224,0.080000131200215,0.2800004592007529,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2448798.0,3452850.49579503,4890332,7264,10014541.5,8775.90226130624,10020747,10008336,c_ci_na_1
27995115,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.5006107315508403,0.3214846590199749,3499389.375,4731460.94469619,10022956,348,10023228,10023228.0,0.0,10023228,10023228,27995115,4665852.5,4982427.2535409015,10025776,348,0,1,0,0,64,224,0.071441035337772,0.250043623682203,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2227.0,2657.30728369904,4106,348,9117045.66666667,1565763.55655071,10022956,7309059,c_ci_na_1
20994670,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90575322212733,0.381049094841691,2999238.57142857,4803198.73836651,10012889,433,10015966,10015966.0,0.0,10015966,10015966,20994670,4198934.0,5322636.23561755,10016687,1794,0,1,0,0,64,192,0.095262273710423,0.285786821131268,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,4141.5,2051.3167722221697,5592,2691,10011631.5,1778.37355468417,10012889,10010374,c_ci_na_1
20991332,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.906374307261681,0.381109688513335,2998761.71428571,4809292.66801764,10036677,454,10038383,10038383.0,0.0,10038383,10038383,20991332,4198266.4,5330023.48136172,10037423,454,0,1,0,0,64,192,0.095277422128334,0.285832266385001,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,1713.5,10.6066017177982,1721,1706,10020698.5,22597.0114063785,10036677,10004720,c_ci_na_1
30947648,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.16663805921536,0.2908136993156961,3868456.0,5084205.28590758,10017801,751,10022371,10022371.0,0.0,10022371,10022371,30947648,5157941.33333333,5312579.76657212,10018552,1324,0,1,0,0,64,224,0.064625266514599,0.226188432801097,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,319960.333333333,547821.26443972,952529,2782,9995922.33333333,34106.3032639618,10017801,9956624,c_ci_na_1
20997060,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.6673200914794695,0.428631436972605,2624632.5,4568933.99580912,10012654,630,10015079,10015079.0,0.0,10015079,10015079,20997060,3499510.0,5055774.14244885,10013284,657,0,1,0,0,64,224,0.095251430438357,0.333380006534248,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,46810.5,62770.576072711,91196,2425,10011319.5,1887.2679989869,10012654,10009985,c_ci_na_1
23950418,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.0917866235153,0.3757763225677309,2993802.25,4449640.52565035,10017403,431,10017582,10017582.0,0.0,10017582,10017582,23950418,3991736.33333333,4790180.50232902,10018718,914,0,1,0,0,64,224,0.083505849459496,0.292270473108236,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2116.5,159.099025766973,2229,2004,10016378.0,1449.56890143242,10017403,10015353,c_ci_na_1
20999891,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.9047821724408,0.3809543582869071,2999984.42857143,4801738.70890375,10010522,425,10011122,10011122.0,0.0,10011122,10011122,20999891,4199978.2,5319412.42963668,10012303,475,0,1,0,0,64,192,0.095238589571727,0.28571576871518,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,2300.5,62.93250352560271,2345,2256,10009694.0,1170.96882964492,10010522,10008866,c_ci_na_1
20986848,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90720893389994,0.3811911155024329,2998121.14285714,4816921.56416756,10052582,360,10013970,10013970.0,0.0,10013970,10013970,20986848,4197369.6,5340553.93454535,10054119,452,0,1,0,0,64,192,0.095297778875608,0.285893336626825,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,1795.0,274.35743110038,1989,1601,10032281.5,28709.242422955,10052582,10011981,c_ci_na_1
20999658,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.6667426679044,0.428578408276935,2624957.25,4570065.665387998,10017286,433,10926100,10926100.0,0.0,10926100,10926100,20999658,3499943.0,5057018.50159056,10017719,677,0,1,0,0,64,224,0.095239646283763,0.333338761993172,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,457385.0,638417.014248524,908814,5956,10012404.0,6904.190611505451,10017286,10007522,c_ci_na_1
21983944,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.45779883718772,0.409389689129485,2747993.0,4518599.95445928,10016210,431,10014817,10014817.0,0.0,10014817,10014817,21983944,3663990.66666667,4956181.71865539,10017362,432,0,1,0,0,64,224,0.090975486473219,0.318414202656266,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,813548.0,1148218.37606703,1625461,1635,10014696.0,2141.11933343287,10016210,10013182,c_ci_na_1
24550825,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.99171921921158,0.366586458907185,3068853.125,4451529.41789902,10013469,443,10017021,10017021.0,0.0,10017021,10017021,24550825,4091804.16666667,4767987.26338909,10013976,443,0,1,0,0,64,224,0.0814636575349299,0.285122801372255,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1997.5,2198.39498270898,3552,443,10011079.0,3379.9704140717,10013469,10008689,c_ci_na_1
24151819,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.05766538743935,0.3726427396627971,3018977.375,4450134.44424499,10018711,534,10021003,10021003.0,0.0,10021003,10021003,24151819,4025303.16666667,4782809.42414972,10019711,534,0,1,0,0,64,224,0.082809497702844,0.289833241959953,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1413.0,1243.09372132595,2292,534,10014342.5,6177.99194722687,10018711,10009974,c_ci_na_1
41012923,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.5357860984451204,0.243825586388954,4556991.44444444,4900320.76632852,10010304,467,31005482,31005482.0,0.0,31005482,31005482,41012923,5858989.0,4808882.96806899,10010832,467,0,1,0,0,64,256,0.048765117277791,0.1950604691111629,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,1239505.5,1750442.12972052,2477255,1756,9633346.0,745984.2353361091,10010304,8514378,c_ci_na_1
21892500,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.47641886490807,0.411099691675231,2736562.5,4511502.64201101,10021941,688,10024317,10024317.0,0.0,10024317,10024317,21892500,3648750.0,4950653.43179205,10022629,1101,0,1,0,0,64,224,0.09135548703894,0.319744204636291,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2921.0,770.746391493337,3466,2376,10016664.5,7462.097861861641,10021941,10011388,c_ci_na_1
22999795,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.26090754287158,0.3913078355698389,2874974.375,4482585.68745415,10048196,488,10050654,10050654.0,0.0,10050654,10050654,22999795,3833299.16666667,4871543.45967417,10048684,654,0,1,0,0,64,224,0.086957296793298,0.304350538776541,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1133778.0,1599928.08738393,2265098,2458,10030194.5,25457.9654430593,10048196,10012193,c_ci_na_1
41004250,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.53632245437973,0.243877159074974,4556027.77777778,5059091.82452011,10023621,454,30979643,30979643.0,0.0,30979643,30979643,41004250,5857750.0,5024297.08204388,10027258,454,0,1,0,0,64,256,0.048775431814995,0.1951017272599789,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,521769.33333333296,899738.6566433241,1560696,521,9859619.25,309639.45296896,10023621,9395411,c_ci_na_1
20987145,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.66952508309253,0.428833936202375,2623393.125,4575885.46663143,10019988,697,10023443,10023443.0,0.0,10023443,10023443,20987145,3497857.5,5065683.68565376,10023641,1144,0,1,0,0,64,224,0.095296430267195,0.333537505935181,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,465578.0,651642.739483837,926359,4797,10019317.0,948.9373003523468,10019988,10018646,c_ci_na_1
41013328,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.53576105796633,0.243823178650608,4557036.44444444,4826359.90611183,10015590,444,30995339,30995339.0,0.0,30995339,30995339,41013328,5859046.85714286,4708132.54664881,10017585,866,0,1,0,0,64,256,0.048764635730122,0.195058542920487,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,1502115.0,2121546.61772962,3002275,1955,9502163.5,1014608.64952568,10015590,7980281,c_ci_na_1
20987545,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90707917481535,0.381178456079546,2998220.71428571,4804554.55352622,10015679,468,10017689,10017689.0,0.0,10017689,10017689,20987545,4197509.0,5325546.50951754,10020874,1737,0,1,0,0,64,192,0.095294614019887,0.2858838420596599,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,4524.5,3942.120305115,7312,1737,10013028.0,3749.08015385108,10015679,10010377,c_ci_na_1
22555614,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.344816328209911,0.3990137444274411,2819451.75,4479121.05177515,10023060,637,10036133,10036133.0,0.0,10036133,10036133,22555614,3759269.0,4887224.54284634,10023697,2370,0,1,0,0,64,224,0.0886697209838759,0.310344023443565,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,7721.5,7568.16387903962,13073,2370,10017525.5,7826.9649609539,10023060,10011991,c_ci_na_1
21001337,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90451331741403,0.380928128528198,3000191.0,4810442.4674371,10037871,471,10050217,10050217.0,0.0,10050217,10050217,21001337,4200267.4,5335458.74520536,10038342,1353,0,1,0,0,64,192,0.09523203213205,0.285696096396148,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,7375.5,7029.34851177547,12346,2405,10024232.5,19287.7516704255,10037871,10010594,c_ci_na_1
34457645,2,10,22,124,16,6,11.0,7.07106781186548,20,6,12.4,5.641118880348308,4.23708584843799,0.348253631378465,3132513.18181818,4470990.44544123,10013885,453,10015450,10015450.0,0.0,10015450,10015450,34457645,3828627.22222222,4689645.34600677,10014767,466,0,1,0,0,64,320,0.0580422718964109,0.2902113594820539,6,20,11.6923076923077,5.58844962675421,31.2307692307692,0,0,0,1,1,0,0,0,5,12.666666666666698,11.0,12.4,0,0,0,0,0,0,2,22,10,124,-1,260,2,0,2282.3333333333303,1360.15636356021,3851,1431,9783308.33333333,399182.588939364,10013885,9322372,c_ci_na_1
20987937,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90700620075237,0.381171336658767,2998276.71428571,4800691.28246928,10009832,439,10011775,10011775.0,0.0,10011775,10011775,20987937,4197587.4,5318403.91404059,10010271,737,0,1,0,0,64,192,0.0952928341646919,0.285878502494076,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,2277.5,473.0544366138,2612,1943,10006681.5,4455.47982825644,10009832,10003531,c_ci_na_1
25563326,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.8336169557904896,0.352066863286882,3195415.75,4481182.72634841,10016075,479,10017849,10017849.0,0.0,10017849,10017849,25563326,4260554.33333333,4761851.85302725,10016661,479,0,1,0,0,64,224,0.0782370807304179,0.273829782556464,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1674.0,141.42135623731002,1774,1574,10012084.5,5643.41922064984,10016075,10008094,c_ci_na_1
27691987,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.53892987166287,0.325003763724142,3461498.375,4638843.53383691,10018493,427,10022874,10022874.0,0.0,10022874,10022874,27691987,4615331.16666667,4873406.47431951,10018920,450,0,1,0,0,64,224,0.072223058605365,0.252780705118777,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,318406.333333333,547315.707286328,950388,450,8912256.0,1910562.06603109,10018493,6706132,c_ci_na_1
20992679,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90612365387,0.381085234523902,2998954.14285714,4807840.928263901,10031792,677,10037434,10037434.0,0.0,10037434,10037434,20992679,4198535.8,5329246.39772184,10032601,677,0,1,0,0,64,192,0.095271308630976,0.285813925892927,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,3159.5,3510.7851685912105,5642,677,10018701.0,18513.469745026203,10031792,10005610,c_ci_na_1
30003335,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.26630356258729,0.299966653706996,3750416.875,4955145.40679425,10024642,531,10013971,10013971.0,0.0,10013971,10013971,30003335,5000555.83333333,5185195.6395894,10027371,1304,0,1,0,0,64,224,0.066659256379333,0.233307397327664,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,3491.0,766.5037508062178,4033,2949,9714663.0,524216.8971818821,10024642,9109409,c_ci_na_1
29085767,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.36934556341595,0.309429694599424,3635720.875,4803161.05127373,10021175,702,10021378,10021378.0,0.0,10021378,10021378,29085767,4847627.83333333,5025652.12099255,10022414,702,0,1,0,0,64,224,0.068762154355428,0.240667540243996,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,316571.666666667,544074.924518061,944815,1941,9378684.0,1111322.2430119,10021175,8095440,c_ci_na_1
25995298,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.76991254341458,0.3462164580686861,3249412.25,4509081.14688461,10018746,486,10017748,10017748.0,0.0,10017748,10017748,25995298,4332549.66666667,4779750.29028437,10021447,1345,0,1,0,0,64,224,0.07693699068193,0.269279467386756,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2790.5,1775.5451275594198,4046,1535,8353450.0,2880010.15375155,10018746,5027902,c_ci_na_1
25993913,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.77011341078198,0.346234905071814,3249239.125,4578857.83353414,10016125,491,10018080,10018080.0,0.0,10018080,10018080,25993913,4332318.83333333,4871262.11077952,10016650,491,0,1,0,0,64,224,0.076941090015959,0.269293815055856,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1223.0,1035.20432765711,1955,491,8516950.0,2589692.73682825,10016125,5526634,c_ci_na_1
21003585,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90409541990094,0.3808873580391161,3000512.14285714,4807859.10558457,10026356,448,10015922,10015922.0,0.0,10015922,10015922,21003585,4200717.0,5327483.79027769,10028097,754,0,1,0,0,64,192,0.095221839509779,0.2856655185293369,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,2610.0,162.634559672906,2725,2495,10019891.5,9142.18357396087,10026356,10013427,c_ci_na_1
28987929,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.38071753935923,0.310474059737072,3623491.125,4803622.70755242,10014238,469,10012393,10012393.0,0.0,10012393,10012393,28987929,4831321.5,5030748.60149385,10015323,754,0,1,0,0,64,224,0.068994235497127,0.241479824239945,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1934.5,135.057395206631,2030,1839,9368407.33333333,1115422.61109829,10014238,8080430,c_ci_na_1
20981352,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90823241514656,0.381290967331371,2997336.0,4819549.04431193,10044459,847,10030019,10030019.0,0.0,10030019,10030019,20981352,4196270.4,5344814.97159914,10046358,850,0,1,0,0,64,192,0.095322741832843,0.285968225498528,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,1847.0,1275.62063326053,2749,945,10035864.5,12154.4584618156,10044459,10027270,c_ci_na_1
23024889,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.25626373269378,0.390881363206572,2878111.125,4486111.60769659,10085110,535,10030224,10030224.0,0.0,10030224,10030224,23024889,3837481.5,4875523.28197234,10087800,535,0,1,0,0,64,224,0.086862525157016,0.304018838049556,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,3247.0,31.1126983722081,3269,3225,10056054.5,41090.6821615315,10085110,10026999,c_ci_na_1
41011570,2,8,22,82,16,6,11.0,7.07106781186548,20,6,10.25,5.99404466354493,2.53586975577867,0.243833630363334,4556841.11111111,4666097.34398813,10016693,481,30996872,30996872.0,0.0,30996872,30996872,41011570,5858795.71428572,4487276.71386,10017174,1188,0,1,0,0,64,256,0.048766726072667,0.195066904290667,6,20,10.0,5.65685424949238,32.0,0,0,0,1,1,0,0,0,4,11.0,11.0,10.25,0,0,0,0,0,0,2,22,8,82,-1,260,2,0,1930.0,346.482322781408,2175,1685,8201445.8,2487184.75831656,10016693,5169578,c_ci_na_1
20991437,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90635476742254,0.3811077821875649,2998776.71428571,4803945.33802636,10012996,425,10014628,10014628.0,0.0,10014628,10014628,20991437,4198287.4,5322607.22074458,10013422,425,0,1,0,0,64,192,0.095276945546891,0.285830836640674,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,1783.0,213.54624791833697,1934,1632,10012206.0,1117.22871427475,10012996,10011416,c_ci_na_1
20993217,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.9060235503686696,0.3810754683286509,2999031.0,4801840.98983598,10010278,3263,10021313,10021313.0,0.0,10021313,10021313,20993217,4198643.4,5324649.86493181,10018703,3263,0,1,0,0,64,192,0.095268867082163,0.285806601246488,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,8565.5,4415.88184850999,11688,5443,10009951.5,461.740728114816,10010278,10009625,c_ci_na_1
20998044,2,6,22,60,16,6,11.0,7.07106781186548,20,6,10.0,6.32455532033676,3.90512563932145,0.380987867250873,2999720.57142857,4802855.88923427,10011910,2663,10019467,10019467.0,0.0,10019467,10019467,20998044,4199608.8,5323102.8965472,10015594,3605,0,1,0,0,64,192,0.095246966812718,0.285740900438155,6,20,9.77777777777778,5.783117190965822,33.4444444444444,0,0,0,1,1,0,0,0,3,11.0,11.0,10.0,0,0,0,0,0,0,2,22,6,60,-1,260,2,0,5956.0,2264.15591335933,7557,4355,10011776.0,189.504617357995,10011910,10011642,c_ci_na_1
